risk_score_id,assessment_date,grid_id,kecamatan,kelurahan,threat_type,time_window,risk_score,risk_class,historical_factor,recent_trend_factor,temporal_factor,spatial_factor,context_factor,model_version,window_start,window_end,weights_version
RS-01614,2025-12-17,JKS-029,Setiabudi,Menteng Atas,CURANMOR,06:00-12:00,64,Moderate,62,62,78,50,69,dummy-v1,2025-12-17T06:00+07:00,2025-12-17T12:00+07:00,dummy-v1
RS-01615,2025-12-17,JKS-029,Setiabudi,Menteng Atas,CURAT,12:00-18:00,40,Low,34,45,40,47,35,dummy-v1,2025-12-17T12:00+07:00,2025-12-17T18:00+07:00,dummy-v1
RS-01616,2025-12-17,JKS-029,Setiabudi,Menteng Atas,CURAT,18:00-23:59,62,Moderate,68,73,52,48,59,dummy-v1,2025-12-17T18:00+07:00,2025-12-18T00:00+07:00,dummy-v1
RS-01617,2025-12-24,JKS-029,Setiabudi,Menteng Atas,CURAT,00:00-06:00,42,Low,34,45,48,41,47,dummy-v1,2025-12-24T00:00+07:00,2025-12-24T06:00+07:00,dummy-v1
RS-01618,2025-12-24,JKS-029,Setiabudi,Menteng Atas,CURAS,06:00-12:00,70,High,67,59,83,77,70,dummy-v1,2025-12-24T06:00+07:00,2025-12-24T12:00+07:00,dummy-v1
RS-01619,2025-12-24,JKS-029,Setiabudi,Menteng Atas,CURAT,12:00-18:00,43,Low,53,44,30,35,50,dummy-v1,2025-12-24T12:00+07:00,2025-12-24T18:00+07:00,dummy-v1
RS-01620,2025-12-24,JKS-029,Setiabudi,Menteng Atas,CURAT,18:00-23:59,67,Moderate,58,76,77,64,56,dummy-v1,2025-12-24T18:00+07:00,2025-12-25T00:00+07:00,dummy-v1
RS-01621,2025-12-31,JKS-029,Setiabudi,Menteng Atas,CURANMOR,00:00-06:00,31,Low,28,25,37,46,20,dummy-v1,2025-12-31T00:00+07:00,2025-12-31T06:00+07:00,dummy-v1
RS-01622,2025-12-31,JKS-029,Setiabudi,Menteng Atas,CURAT,06:00-12:00,25,Low,26,36,14,19,26,dummy-v1,2025-12-31T06:00+07:00,2025-12-31T12:00+07:00,dummy-v1
RS-01623,2025-12-31,JKS-029,Setiabudi,Menteng Atas,CURAT,12:00-18:00,51,Moderate,39,59,64,48,45,dummy-v1,2025-12-31T12:00+07:00,2025-12-31T18:00+07:00,dummy-v1
RS-01624,2025-12-31,JKS-029,Setiabudi,Menteng Atas,CURAS,18:00-23:59,78,High,93,69,67,76,81,dummy-v1,2025-12-31T18:00+07:00,2026-01-01T00:00+07:00,dummy-v1
RS-01625,2025-10-01,JKS-030,Jagakarsa,Jagakarsa,CURAT,00:00-06:00,48,Moderate,69,36,41,39,43,dummy-v1,2025-10-01T00:00+07:00,2025-10-01T06:00+07:00,dummy-v1
RS-01626,2025-10-01,JKS-030,Jagakarsa,Jagakarsa,CURAS,06:00-12:00,51,Moderate,53,55,47,39,60,dummy-v1,2025-10-01T06:00+07:00,2025-10-01T12:00+07:00,dummy-v1
RS-01627,2025-10-01,JKS-030,Jagakarsa,Jagakarsa,CURAS,12:00-18:00,31,Low,46,22,16,38,28,dummy-v1,2025-10-01T12:00+07:00,2025-10-01T18:00+07:00,dummy-v1
RS-01628,2025-10-01,JKS-030,Jagakarsa,Jagakarsa,CURAT,18:00-23:59,69,Moderate,71,64,67,75,70,dummy-v1,2025-10-01T18:00+07:00,2025-10-02T00:00+07:00,dummy-v1
RS-01629,2025-10-08,JKS-030,Jagakarsa,Jagakarsa,CURAS,00:00-06:00,30,Low,42,28,20,25,26,dummy-v1,2025-10-08T00:00+07:00,2025-10-08T06:00+07:00,dummy-v1
RS-01630,2025-10-08,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,06:00-12:00,25,Low,36,17,32,14,14,dummy-v1,2025-10-08T06:00+07:00,2025-10-08T12:00+07:00,dummy-v1
RS-01631,2025-10-08,JKS-030,Jagakarsa,Jagakarsa,CURAT,12:00-18:00,44,Low,44,44,49,31,54,dummy-v1,2025-10-08T12:00+07:00,2025-10-08T18:00+07:00,dummy-v1
RS-01632,2025-10-08,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,18:00-23:59,34,Low,49,19,36,25,36,dummy-v1,2025-10-08T18:00+07:00,2025-10-09T00:00+07:00,dummy-v1
RS-01633,2025-10-15,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,00:00-06:00,51,Moderate,25,66,66,55,55,dummy-v1,2025-10-15T00:00+07:00,2025-10-15T06:00+07:00,dummy-v1
RS-01634,2025-10-15,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,06:00-12:00,46,Moderate,52,34,45,45,61,dummy-v1,2025-10-15T06:00+07:00,2025-10-15T12:00+07:00,dummy-v1
RS-01635,2025-10-15,JKS-030,Jagakarsa,Jagakarsa,CURAS,12:00-18:00,74,High,63,77,82,80,73,dummy-v1,2025-10-15T12:00+07:00,2025-10-15T18:00+07:00,dummy-v1
RS-01636,2025-10-15,JKS-030,Jagakarsa,Jagakarsa,CURAS,18:00-23:59,85,Critical,100,75,75,82,85,dummy-v1,2025-10-15T18:00+07:00,2025-10-16T00:00+07:00,dummy-v1
RS-01637,2025-10-22,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,00:00-06:00,48,Moderate,48,48,43,44,63,dummy-v1,2025-10-22T00:00+07:00,2025-10-22T06:00+07:00,dummy-v1
RS-01638,2025-10-22,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,06:00-12:00,67,Moderate,64,64,71,65,79,dummy-v1,2025-10-22T06:00+07:00,2025-10-22T12:00+07:00,dummy-v1
RS-01639,2025-10-22,JKS-030,Jagakarsa,Jagakarsa,CURAS,12:00-18:00,69,Moderate,74,68,73,56,69,dummy-v1,2025-10-22T12:00+07:00,2025-10-22T18:00+07:00,dummy-v1
RS-01640,2025-10-22,JKS-030,Jagakarsa,Jagakarsa,CURAT,18:00-23:59,69,Moderate,53,75,83,68,75,dummy-v1,2025-10-22T18:00+07:00,2025-10-23T00:00+07:00,dummy-v1
RS-01641,2025-10-29,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,00:00-06:00,26,Low,44,16,15,23,25,dummy-v1,2025-10-29T00:00+07:00,2025-10-29T06:00+07:00,dummy-v1
RS-01642,2025-10-29,JKS-030,Jagakarsa,Jagakarsa,CURAT,06:00-12:00,69,Moderate,63,78,70,59,78,dummy-v1,2025-10-29T06:00+07:00,2025-10-29T12:00+07:00,dummy-v1
RS-01643,2025-10-29,JKS-030,Jagakarsa,Jagakarsa,CURAS,12:00-18:00,27,Low,24,29,15,39,36,dummy-v1,2025-10-29T12:00+07:00,2025-10-29T18:00+07:00,dummy-v1
RS-01644,2025-10-29,JKS-030,Jagakarsa,Jagakarsa,CURAS,18:00-23:59,50,Moderate,47,52,55,50,45,dummy-v1,2025-10-29T18:00+07:00,2025-10-30T00:00+07:00,dummy-v1
RS-01645,2025-11-05,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,00:00-06:00,57,Moderate,48,64,58,64,54,dummy-v1,2025-11-05T00:00+07:00,2025-11-05T06:00+07:00,dummy-v1
RS-01646,2025-11-05,JKS-030,Jagakarsa,Jagakarsa,CURAS,06:00-12:00,55,Moderate,43,69,60,54,49,dummy-v1,2025-11-05T06:00+07:00,2025-11-05T12:00+07:00,dummy-v1
RS-01647,2025-11-05,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,12:00-18:00,58,Moderate,61,43,72,62,52,dummy-v1,2025-11-05T12:00+07:00,2025-11-05T18:00+07:00,dummy-v1
RS-01648,2025-11-05,JKS-030,Jagakarsa,Jagakarsa,CURAT,18:00-23:59,78,High,70,90,83,66,81,dummy-v1,2025-11-05T18:00+07:00,2025-11-06T00:00+07:00,dummy-v1
RS-01649,2025-11-12,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,00:00-06:00,59,Moderate,66,48,68,46,68,dummy-v1,2025-11-12T00:00+07:00,2025-11-12T06:00+07:00,dummy-v1
RS-01650,2025-11-12,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,06:00-12:00,54,Moderate,49,67,44,51,60,dummy-v1,2025-11-12T06:00+07:00,2025-11-12T12:00+07:00,dummy-v1
RS-01651,2025-11-12,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,12:00-18:00,37,Low,28,48,45,28,33,dummy-v1,2025-11-12T12:00+07:00,2025-11-12T18:00+07:00,dummy-v1
RS-01652,2025-11-12,JKS-030,Jagakarsa,Jagakarsa,CURAT,18:00-23:59,70,High,81,75,55,57,73,dummy-v1,2025-11-12T18:00+07:00,2025-11-13T00:00+07:00,dummy-v1
RS-01653,2025-11-19,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,00:00-06:00,42,Low,49,32,45,50,28,dummy-v1,2025-11-19T00:00+07:00,2025-11-19T06:00+07:00,dummy-v1
RS-01654,2025-11-19,JKS-030,Jagakarsa,Jagakarsa,CURAS,06:00-12:00,27,Low,34,24,32,12,25,dummy-v1,2025-11-19T06:00+07:00,2025-11-19T12:00+07:00,dummy-v1
RS-01655,2025-11-19,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,12:00-18:00,57,Moderate,78,52,42,52,43,dummy-v1,2025-11-19T12:00+07:00,2025-11-19T18:00+07:00,dummy-v1
RS-01656,2025-11-19,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,18:00-23:59,51,Moderate,43,59,47,60,49,dummy-v1,2025-11-19T18:00+07:00,2025-11-20T00:00+07:00,dummy-v1
RS-01657,2025-11-26,JKS-030,Jagakarsa,Jagakarsa,CURAT,00:00-06:00,71,High,71,85,56,74,63,dummy-v1,2025-11-26T00:00+07:00,2025-11-26T06:00+07:00,dummy-v1
RS-01658,2025-11-26,JKS-030,Jagakarsa,Jagakarsa,CURAS,06:00-12:00,55,Moderate,50,67,47,54,57,dummy-v1,2025-11-26T06:00+07:00,2025-11-26T12:00+07:00,dummy-v1
RS-01659,2025-11-26,JKS-030,Jagakarsa,Jagakarsa,CURAS,12:00-18:00,32,Low,29,41,32,17,40,dummy-v1,2025-11-26T12:00+07:00,2025-11-26T18:00+07:00,dummy-v1
RS-01660,2025-11-26,JKS-030,Jagakarsa,Jagakarsa,CURAS,18:00-23:59,62,Moderate,73,60,58,52,56,dummy-v1,2025-11-26T18:00+07:00,2025-11-27T00:00+07:00,dummy-v1
RS-01661,2025-12-03,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,00:00-06:00,63,Moderate,88,53,56,48,48,dummy-v1,2025-12-03T00:00+07:00,2025-12-03T06:00+07:00,dummy-v1
RS-01662,2025-12-03,JKS-030,Jagakarsa,Jagakarsa,CURAT,06:00-12:00,55,Moderate,59,51,61,55,42,dummy-v1,2025-12-03T06:00+07:00,2025-12-03T12:00+07:00,dummy-v1
RS-01663,2025-12-03,JKS-030,Jagakarsa,Jagakarsa,CURAS,12:00-18:00,61,Moderate,71,61,59,51,51,dummy-v1,2025-12-03T12:00+07:00,2025-12-03T18:00+07:00,dummy-v1
RS-01664,2025-12-03,JKS-030,Jagakarsa,Jagakarsa,CURAS,18:00-23:59,75,High,84,60,74,73,89,dummy-v1,2025-12-03T18:00+07:00,2025-12-04T00:00+07:00,dummy-v1
RS-01665,2025-12-10,JKS-030,Jagakarsa,Jagakarsa,CURAS,00:00-06:00,65,Moderate,41,75,79,79,63,dummy-v1,2025-12-10T00:00+07:00,2025-12-10T06:00+07:00,dummy-v1
RS-01666,2025-12-10,JKS-030,Jagakarsa,Jagakarsa,CURAS,06:00-12:00,56,Moderate,58,45,65,57,57,dummy-v1,2025-12-10T06:00+07:00,2025-12-10T12:00+07:00,dummy-v1
RS-01667,2025-12-10,JKS-030,Jagakarsa,Jagakarsa,CURAT,12:00-18:00,63,Moderate,62,64,62,61,69,dummy-v1,2025-12-10T12:00+07:00,2025-12-10T18:00+07:00,dummy-v1
RS-01668,2025-12-10,JKS-030,Jagakarsa,Jagakarsa,CURAS,18:00-23:59,39,Low,29,44,47,45,32,dummy-v1,2025-12-10T18:00+07:00,2025-12-11T00:00+07:00,dummy-v1
RS-01669,2025-12-17,JKS-030,Jagakarsa,Jagakarsa,CURAS,00:00-06:00,46,Moderate,53,42,37,45,53,dummy-v1,2025-12-17T00:00+07:00,2025-12-17T06:00+07:00,dummy-v1
RS-01670,2025-12-17,JKS-030,Jagakarsa,Jagakarsa,CURAT,06:00-12:00,69,Moderate,68,74,60,80,62,dummy-v1,2025-12-17T06:00+07:00,2025-12-17T12:00+07:00,dummy-v1
RS-01671,2025-12-17,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,12:00-18:00,30,Low,31,18,32,44,31,dummy-v1,2025-12-17T12:00+07:00,2025-12-17T18:00+07:00,dummy-v1
RS-01672,2025-12-17,JKS-030,Jagakarsa,Jagakarsa,CURAT,18:00-23:59,37,Low,45,46,25,22,36,dummy-v1,2025-12-17T18:00+07:00,2025-12-18T00:00+07:00,dummy-v1
RS-01673,2025-12-24,JKS-030,Jagakarsa,Jagakarsa,CURAS,00:00-06:00,27,Low,13,33,29,33,41,dummy-v1,2025-12-24T00:00+07:00,2025-12-24T06:00+07:00,dummy-v1
RS-01674,2025-12-24,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,06:00-12:00,57,Moderate,58,62,52,60,47,dummy-v1,2025-12-24T06:00+07:00,2025-12-24T12:00+07:00,dummy-v1
RS-01675,2025-12-24,JKS-030,Jagakarsa,Jagakarsa,CURAS,12:00-18:00,49,Moderate,35,60,49,48,64,dummy-v1,2025-12-24T12:00+07:00,2025-12-24T18:00+07:00,dummy-v1
RS-01676,2025-12-24,JKS-030,Jagakarsa,Jagakarsa,CURAT,18:00-23:59,53,Moderate,70,48,40,43,57,dummy-v1,2025-12-24T18:00+07:00,2025-12-25T00:00+07:00,dummy-v1
RS-01677,2025-12-31,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,00:00-06:00,43,Low,38,44,49,52,30,dummy-v1,2025-12-31T00:00+07:00,2025-12-31T06:00+07:00,dummy-v1
RS-01678,2025-12-31,JKS-030,Jagakarsa,Jagakarsa,CURAT,06:00-12:00,58,Moderate,73,45,56,60,47,dummy-v1,2025-12-31T06:00+07:00,2025-12-31T12:00+07:00,dummy-v1
RS-01679,2025-12-31,JKS-030,Jagakarsa,Jagakarsa,CURAS,12:00-18:00,32,Low,44,34,22,28,18,dummy-v1,2025-12-31T12:00+07:00,2025-12-31T18:00+07:00,dummy-v1
RS-01680,2025-12-31,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,18:00-23:59,66,Moderate,68,71,56,75,54,dummy-v1,2025-12-31T18:00+07:00,2026-01-01T00:00+07:00,dummy-v1
RS-01681,2025-10-01,JKS-031,Jagakarsa,Ciganjur,CURAT,00:00-06:00,56,Moderate,53,58,51,67,54,dummy-v1,2025-10-01T00:00+07:00,2025-10-01T06:00+07:00,dummy-v1
RS-01682,2025-10-01,JKS-031,Jagakarsa,Ciganjur,CURAS,06:00-12:00,39,Low,43,34,53,24,34,dummy-v1,2025-10-01T06:00+07:00,2025-10-01T12:00+07:00,dummy-v1
RS-01683,2025-10-01,JKS-031,Jagakarsa,Ciganjur,CURAT,12:00-18:00,58,Moderate,52,70,48,62,59,dummy-v1,2025-10-01T12:00+07:00,2025-10-01T18:00+07:00,dummy-v1
RS-01684,2025-10-01,JKS-031,Jagakarsa,Ciganjur,CURANMOR,18:00-23:59,57,Moderate,48,70,64,48,50,dummy-v1,2025-10-01T18:00+07:00,2025-10-02T00:00+07:00,dummy-v1
RS-01685,2025-10-08,JKS-031,Jagakarsa,Ciganjur,CURAT,00:00-06:00,64,Moderate,79,53,60,50,76,dummy-v1,2025-10-08T00:00+07:00,2025-10-08T06:00+07:00,dummy-v1
RS-01686,2025-10-08,JKS-031,Jagakarsa,Ciganjur,CURAT,06:00-12:00,57,Moderate,43,65,59,66,62,dummy-v1,2025-10-08T06:00+07:00,2025-10-08T12:00+07:00,dummy-v1
RS-01687,2025-10-08,JKS-031,Jagakarsa,Ciganjur,CURANMOR,12:00-18:00,50,Moderate,62,38,48,46,53,dummy-v1,2025-10-08T12:00+07:00,2025-10-08T18:00+07:00,dummy-v1
RS-01688,2025-10-08,JKS-031,Jagakarsa,Ciganjur,CURAT,18:00-23:59,36,Low,32,27,44,46,40,dummy-v1,2025-10-08T18:00+07:00,2025-10-09T00:00+07:00,dummy-v1
RS-01689,2025-10-15,JKS-031,Jagakarsa,Ciganjur,CURAS,00:00-06:00,63,Moderate,72,64,51,52,74,dummy-v1,2025-10-15T00:00+07:00,2025-10-15T06:00+07:00,dummy-v1
RS-01690,2025-10-15,JKS-031,Jagakarsa,Ciganjur,CURAT,06:00-12:00,54,Moderate,62,41,44,64,66,dummy-v1,2025-10-15T06:00+07:00,2025-10-15T12:00+07:00,dummy-v1
RS-01691,2025-10-15,JKS-031,Jagakarsa,Ciganjur,CURANMOR,12:00-18:00,43,Low,49,31,51,44,37,dummy-v1,2025-10-15T12:00+07:00,2025-10-15T18:00+07:00,dummy-v1
RS-01692,2025-10-15,JKS-031,Jagakarsa,Ciganjur,CURAT,18:00-23:59,77,High,79,78,73,84,66,dummy-v1,2025-10-15T18:00+07:00,2025-10-16T00:00+07:00,dummy-v1
RS-01693,2025-10-22,JKS-031,Jagakarsa,Ciganjur,CURAT,00:00-06:00,47,Moderate,33,61,55,43,43,dummy-v1,2025-10-22T00:00+07:00,2025-10-22T06:00+07:00,dummy-v1
RS-01694,2025-10-22,JKS-031,Jagakarsa,Ciganjur,CURANMOR,06:00-12:00,60,Moderate,53,48,67,74,75,dummy-v1,2025-10-22T06:00+07:00,2025-10-22T12:00+07:00,dummy-v1
RS-01695,2025-10-22,JKS-031,Jagakarsa,Ciganjur,CURANMOR,12:00-18:00,39,Low,48,36,32,41,32,dummy-v1,2025-10-22T12:00+07:00,2025-10-22T18:00+07:00,dummy-v1
RS-01696,2025-10-22,JKS-031,Jagakarsa,Ciganjur,CURAS,18:00-23:59,64,Moderate,64,55,78,51,79,dummy-v1,2025-10-22T18:00+07:00,2025-10-23T00:00+07:00,dummy-v1
RS-01697,2025-10-29,JKS-031,Jagakarsa,Ciganjur,CURAT,00:00-06:00,38,Low,23,47,40,42,51,dummy-v1,2025-10-29T00:00+07:00,2025-10-29T06:00+07:00,dummy-v1
RS-01698,2025-10-29,JKS-031,Jagakarsa,Ciganjur,CURANMOR,06:00-12:00,55,Moderate,51,51,69,60,43,dummy-v1,2025-10-29T06:00+07:00,2025-10-29T12:00+07:00,dummy-v1
RS-01699,2025-10-29,JKS-031,Jagakarsa,Ciganjur,CURAS,12:00-18:00,29,Low,41,19,39,16,19,dummy-v1,2025-10-29T12:00+07:00,2025-10-29T18:00+07:00,dummy-v1
RS-01700,2025-10-29,JKS-031,Jagakarsa,Ciganjur,CURAS,18:00-23:59,53,Moderate,32,64,56,64,66,dummy-v1,2025-10-29T18:00+07:00,2025-10-30T00:00+07:00,dummy-v1
RS-01701,2025-11-05,JKS-031,Jagakarsa,Ciganjur,CURAS,00:00-06:00,61,Moderate,63,52,60,65,72,dummy-v1,2025-11-05T00:00+07:00,2025-11-05T06:00+07:00,dummy-v1
RS-01702,2025-11-05,JKS-031,Jagakarsa,Ciganjur,CURAS,06:00-12:00,65,Moderate,73,59,62,66,60,dummy-v1,2025-11-05T06:00+07:00,2025-11-05T12:00+07:00,dummy-v1
RS-01703,2025-11-05,JKS-031,Jagakarsa,Ciganjur,CURAT,12:00-18:00,39,Low,45,29,39,41,44,dummy-v1,2025-11-05T12:00+07:00,2025-11-05T18:00+07:00,dummy-v1
RS-01704,2025-11-05,JKS-031,Jagakarsa,Ciganjur,CURAT,18:00-23:59,76,High,89,78,63,73,61,dummy-v1,2025-11-05T18:00+07:00,2025-11-06T00:00+07:00,dummy-v1
RS-01705,2025-11-12,JKS-031,Jagakarsa,Ciganjur,CURAS,00:00-06:00,46,Moderate,54,53,40,33,36,dummy-v1,2025-11-12T00:00+07:00,2025-11-12T06:00+07:00,dummy-v1
RS-01706,2025-11-12,JKS-031,Jagakarsa,Ciganjur,CURAS,06:00-12:00,69,Moderate,84,58,69,58,67,dummy-v1,2025-11-12T06:00+07:00,2025-11-12T12:00+07:00,dummy-v1
RS-01707,2025-11-12,JKS-031,Jagakarsa,Ciganjur,CURAS,12:00-18:00,31,Low,19,46,40,22,25,dummy-v1,2025-11-12T12:00+07:00,2025-11-12T18:00+07:00,dummy-v1
RS-01708,2025-11-12,JKS-031,Jagakarsa,Ciganjur,CURAS,18:00-23:59,65,Moderate,45,67,76,78,77,dummy-v1,2025-11-12T18:00+07:00,2025-11-13T00:00+07:00,dummy-v1
RS-01709,2025-11-19,JKS-031,Jagakarsa,Ciganjur,CURAT,00:00-06:00,62,Moderate,74,58,50,58,66,dummy-v1,2025-11-19T00:00+07:00,2025-11-19T06:00+07:00,dummy-v1
RS-01710,2025-11-19,JKS-031,Jagakarsa,Ciganjur,CURANMOR,06:00-12:00,40,Low,39,32,45,40,52,dummy-v1,2025-11-19T06:00+07:00,2025-11-19T12:00+07:00,dummy-v1
RS-01711,2025-11-19,JKS-031,Jagakarsa,Ciganjur,CURAS,12:00-18:00,60,Moderate,51,68,67,46,75,dummy-v1,2025-11-19T12:00+07:00,2025-11-19T18:00+07:00,dummy-v1
RS-01712,2025-11-19,JKS-031,Jagakarsa,Ciganjur,CURAS,18:00-23:59,83,High,82,74,81,97,92,dummy-v1,2025-11-19T18:00+07:00,2025-11-20T00:00+07:00,dummy-v1
RS-01713,2025-11-26,JKS-031,Jagakarsa,Ciganjur,CURAT,00:00-06:00,25,Low,28,26,30,19,11,dummy-v1,2025-11-26T00:00+07:00,2025-11-26T06:00+07:00,dummy-v1
RS-01714,2025-11-26,JKS-031,Jagakarsa,Ciganjur,CURANMOR,06:00-12:00,68,Moderate,93,58,53,61,59,dummy-v1,2025-11-26T06:00+07:00,2025-11-26T12:00+07:00,dummy-v1
RS-01715,2025-11-26,JKS-031,Jagakarsa,Ciganjur,CURAT,12:00-18:00,62,Moderate,52,57,66,77,74,dummy-v1,2025-11-26T12:00+07:00,2025-11-26T18:00+07:00,dummy-v1
RS-01716,2025-11-26,JKS-031,Jagakarsa,Ciganjur,CURAS,18:00-23:59,76,High,86,61,76,76,83,dummy-v1,2025-11-26T18:00+07:00,2025-11-27T00:00+07:00,dummy-v1
RS-01717,2025-12-03,JKS-031,Jagakarsa,Ciganjur,CURANMOR,00:00-06:00,30,Low,31,27,36,24,31,dummy-v1,2025-12-03T00:00+07:00,2025-12-03T06:00+07:00,dummy-v1
RS-01718,2025-12-03,JKS-031,Jagakarsa,Ciganjur,CURAS,06:00-12:00,55,Moderate,49,65,47,64,51,dummy-v1,2025-12-03T06:00+07:00,2025-12-03T12:00+07:00,dummy-v1
RS-01719,2025-12-03,JKS-031,Jagakarsa,Ciganjur,CURANMOR,12:00-18:00,52,Moderate,47,57,65,37,51,dummy-v1,2025-12-03T12:00+07:00,2025-12-03T18:00+07:00,dummy-v1
RS-01720,2025-12-03,JKS-031,Jagakarsa,Ciganjur,CURANMOR,18:00-23:59,62,Moderate,62,66,51,67,66,dummy-v1,2025-12-03T18:00+07:00,2025-12-04T00:00+07:00,dummy-v1
RS-01721,2025-12-10,JKS-031,Jagakarsa,Ciganjur,CURAT,00:00-06:00,41,Low,58,37,31,26,42,dummy-v1,2025-12-10T00:00+07:00,2025-12-10T06:00+07:00,dummy-v1
RS-01722,2025-12-10,JKS-031,Jagakarsa,Ciganjur,CURANMOR,06:00-12:00,40,Low,22,44,55,54,32,dummy-v1,2025-12-10T06:00+07:00,2025-12-10T12:00+07:00,dummy-v1
RS-01723,2025-12-10,JKS-031,Jagakarsa,Ciganjur,CURAT,12:00-18:00,36,Low,33,48,24,40,32,dummy-v1,2025-12-10T12:00+07:00,2025-12-10T18:00+07:00,dummy-v1
RS-01724,2025-12-10,JKS-031,Jagakarsa,Ciganjur,CURAS,18:00-23:59,82,High,82,86,85,82,67,dummy-v1,2025-12-10T18:00+07:00,2025-12-11T00:00+07:00,dummy-v1
RS-01725,2025-12-17,JKS-031,Jagakarsa,Ciganjur,CURAT,00:00-06:00,28,Low,27,27,39,13,33,dummy-v1,2025-12-17T00:00+07:00,2025-12-17T06:00+07:00,dummy-v1
RS-01726,2025-12-17,JKS-031,Jagakarsa,Ciganjur,CURANMOR,06:00-12:00,68,Moderate,69,57,77,81,55,dummy-v1,2025-12-17T06:00+07:00,2025-12-17T12:00+07:00,dummy-v1
RS-01727,2025-12-17,JKS-031,Jagakarsa,Ciganjur,CURAS,12:00-18:00,70,High,66,64,83,68,73,dummy-v1,2025-12-17T12:00+07:00,2025-12-17T18:00+07:00,dummy-v1
RS-01728,2025-12-17,JKS-031,Jagakarsa,Ciganjur,CURANMOR,18:00-23:59,91,Critical,94,87,82,98,100,dummy-v1,2025-12-17T18:00+07:00,2025-12-18T00:00+07:00,dummy-v1
RS-01729,2025-12-24,JKS-031,Jagakarsa,Ciganjur,CURAS,00:00-06:00,62,Moderate,69,51,69,59,59,dummy-v1,2025-12-24T00:00+07:00,2025-12-24T06:00+07:00,dummy-v1
RS-01730,2025-12-24,JKS-031,Jagakarsa,Ciganjur,CURANMOR,06:00-12:00,28,Low,17,41,32,26,24,dummy-v1,2025-12-24T06:00+07:00,2025-12-24T12:00+07:00,dummy-v1
RS-01731,2025-12-24,JKS-031,Jagakarsa,Ciganjur,CURANMOR,12:00-18:00,54,Moderate,69,39,40,65,59,dummy-v1,2025-12-24T12:00+07:00,2025-12-24T18:00+07:00,dummy-v1
RS-01732,2025-12-24,JKS-031,Jagakarsa,Ciganjur,CURANMOR,18:00-23:59,41,Low,39,26,55,49,45,dummy-v1,2025-12-24T18:00+07:00,2025-12-25T00:00+07:00,dummy-v1
RS-01733,2025-12-31,JKS-031,Jagakarsa,Ciganjur,CURAS,00:00-06:00,57,Moderate,62,48,49,64,70,dummy-v1,2025-12-31T00:00+07:00,2025-12-31T06:00+07:00,dummy-v1
RS-01734,2025-12-31,JKS-031,Jagakarsa,Ciganjur,CURANMOR,06:00-12:00,44,Low,40,33,50,54,56,dummy-v1,2025-12-31T06:00+07:00,2025-12-31T12:00+07:00,dummy-v1
RS-01735,2025-12-31,JKS-031,Jagakarsa,Ciganjur,CURANMOR,12:00-18:00,42,Low,41,46,39,51,27,dummy-v1,2025-12-31T12:00+07:00,2025-12-31T18:00+07:00,dummy-v1
RS-01736,2025-12-31,JKS-031,Jagakarsa,Ciganjur,CURANMOR,18:00-23:59,46,Moderate,43,51,47,33,60,dummy-v1,2025-12-31T18:00+07:00,2026-01-01T00:00+07:00,dummy-v1
RS-01737,2025-10-01,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,00:00-06:00,40,Low,34,51,30,53,31,dummy-v1,2025-10-01T00:00+07:00,2025-10-01T06:00+07:00,dummy-v1
RS-01738,2025-10-01,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,06:00-12:00,41,Low,49,38,39,29,47,dummy-v1,2025-10-01T06:00+07:00,2025-10-01T12:00+07:00,dummy-v1
RS-01739,2025-10-01,JKS-032,Jagakarsa,Lenteng Agung,CURAS,12:00-18:00,41,Low,50,31,45,31,45,dummy-v1,2025-10-01T12:00+07:00,2025-10-01T18:00+07:00,dummy-v1
RS-01740,2025-10-01,JKS-032,Jagakarsa,Lenteng Agung,CURAT,18:00-23:59,49,Moderate,27,63,60,56,47,dummy-v1,2025-10-01T18:00+07:00,2025-10-02T00:00+07:00,dummy-v1
RS-01741,2025-10-08,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,00:00-06:00,38,Low,42,28,37,45,42,dummy-v1,2025-10-08T00:00+07:00,2025-10-08T06:00+07:00,dummy-v1
