risk_score_id,assessment_date,grid_id,kecamatan,kelurahan,threat_type,time_window,risk_score,risk_class,historical_factor,recent_trend_factor,temporal_factor,spatial_factor,context_factor,model_version,is_synthetic
RS-01412,2025-10-15,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,18:00-23:59,41,Low,27,19,5,12,9,dummy-v1,True
RS-01413,2025-10-22,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,00:00-06:00,46,Moderate,26,23,13,20,8,dummy-v1,True
RS-01414,2025-10-22,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,06:00-12:00,62,Moderate,17,10,5,10,4,dummy-v1,True
RS-01415,2025-10-22,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,12:00-18:00,53,Moderate,21,11,20,10,0,dummy-v1,True
RS-01416,2025-10-22,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,18:00-23:59,72,High,28,25,11,13,3,dummy-v1,True
RS-01417,2025-10-29,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,00:00-06:00,52,Moderate,25,22,7,11,7,dummy-v1,True
RS-01418,2025-10-29,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,06:00-12:00,55,Moderate,28,5,20,14,0,dummy-v1,True
RS-01419,2025-10-29,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,12:00-18:00,35,Low,30,7,17,11,1,dummy-v1,True
RS-01420,2025-10-29,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,18:00-23:59,65,Moderate,21,5,6,9,2,dummy-v1,True
RS-01421,2025-11-05,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,00:00-06:00,55,Moderate,19,10,6,19,7,dummy-v1,True
RS-01422,2025-11-05,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,06:00-12:00,72,High,30,12,13,5,3,dummy-v1,True
RS-01423,2025-11-05,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,12:00-18:00,46,Moderate,22,13,5,19,4,dummy-v1,True
RS-01424,2025-11-05,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,18:00-23:59,83,High,29,23,15,11,4,dummy-v1,True
RS-01425,2025-11-12,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,00:00-06:00,73,High,17,19,10,5,8,dummy-v1,True
RS-01426,2025-11-12,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,06:00-12:00,31,Low,29,23,8,5,8,dummy-v1,True
RS-01427,2025-11-12,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,12:00-18:00,26,Low,12,18,17,5,9,dummy-v1,True
RS-01428,2025-11-12,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,18:00-23:59,35,Low,14,15,10,17,0,dummy-v1,True
RS-01429,2025-11-19,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,00:00-06:00,54,Moderate,19,16,20,16,0,dummy-v1,True
RS-01430,2025-11-19,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,06:00-12:00,65,Moderate,21,6,13,16,8,dummy-v1,True
RS-01431,2025-11-19,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,12:00-18:00,60,Moderate,21,22,7,10,0,dummy-v1,True
RS-01432,2025-11-19,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,18:00-23:59,86,Critical,17,23,10,16,8,dummy-v1,True
RS-01433,2025-11-26,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,00:00-06:00,28,Low,25,21,16,11,8,dummy-v1,True
RS-01434,2025-11-26,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,06:00-12:00,32,Low,16,16,5,12,0,dummy-v1,True
RS-01435,2025-11-26,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,12:00-18:00,47,Moderate,14,24,11,10,9,dummy-v1,True
RS-01436,2025-11-26,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,18:00-23:59,61,Moderate,11,8,5,13,8,dummy-v1,True
RS-01437,2025-12-03,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,00:00-06:00,64,Moderate,26,24,8,19,4,dummy-v1,True
RS-01438,2025-12-03,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,06:00-12:00,74,High,27,20,15,12,1,dummy-v1,True
RS-01439,2025-12-03,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,12:00-18:00,74,High,17,20,18,5,1,dummy-v1,True
RS-01440,2025-12-03,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,18:00-23:59,63,Moderate,24,11,5,6,3,dummy-v1,True
RS-01441,2025-12-10,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,00:00-06:00,40,Low,13,20,11,11,7,dummy-v1,True
RS-01442,2025-12-10,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,06:00-12:00,33,Low,18,19,9,14,3,dummy-v1,True
RS-01443,2025-12-10,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,12:00-18:00,27,Low,19,8,18,6,10,dummy-v1,True
RS-01444,2025-12-10,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,18:00-23:59,49,Moderate,13,7,20,18,9,dummy-v1,True
RS-01445,2025-12-17,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,00:00-06:00,62,Moderate,25,14,10,9,10,dummy-v1,True
RS-01446,2025-12-17,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,06:00-12:00,31,Low,27,17,12,15,8,dummy-v1,True
RS-01447,2025-12-17,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,12:00-18:00,68,Moderate,29,16,12,7,5,dummy-v1,True
RS-01448,2025-12-17,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,18:00-23:59,60,Moderate,16,19,20,18,3,dummy-v1,True
RS-01449,2025-12-24,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,00:00-06:00,30,Low,11,7,19,19,8,dummy-v1,True
RS-01450,2025-12-24,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,06:00-12:00,32,Low,11,19,12,15,5,dummy-v1,True
RS-01451,2025-12-24,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,12:00-18:00,35,Low,30,5,8,11,4,dummy-v1,True
RS-01452,2025-12-24,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,18:00-23:59,38,Low,29,10,7,13,7,dummy-v1,True
RS-01453,2025-12-31,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,00:00-06:00,55,Moderate,15,13,14,13,1,dummy-v1,True
RS-01454,2025-12-31,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,06:00-12:00,65,Moderate,27,13,9,17,8,dummy-v1,True
RS-01455,2025-12-31,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,12:00-18:00,43,Low,20,9,19,11,6,dummy-v1,True
RS-01456,2025-12-31,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,18:00-23:59,79,High,24,12,20,15,9,dummy-v1,True
RS-01457,2025-10-01,JKS-027,Setiabudi,Karet Kuningan,CURAT,00:00-06:00,65,Moderate,13,19,9,14,8,dummy-v1,True
RS-01458,2025-10-01,JKS-027,Setiabudi,Karet Kuningan,CURANMOR,06:00-12:00,30,Low,21,8,5,18,3,dummy-v1,True
RS-01459,2025-10-01,JKS-027,Setiabudi,Karet Kuningan,CURANMOR,12:00-18:00,49,Moderate,16,19,19,10,1,dummy-v1,True
RS-01460,2025-10-01,JKS-027,Setiabudi,Karet Kuningan,CURANMOR,18:00-23:59,33,Low,12,17,6,17,3,dummy-v1,True
RS-01461,2025-10-08,JKS-027,Setiabudi,Karet Kuningan,CURAS,00:00-06:00,28,Low,23,11,17,7,6,dummy-v1,True
RS-01462,2025-10-08,JKS-027,Setiabudi,Karet Kuningan,CURAS,06:00-12:00,32,Low,25,21,14,10,3,dummy-v1,True
RS-01463,2025-10-08,JKS-027,Setiabudi,Karet Kuningan,CURAT,12:00-18:00,73,High,13,21,19,10,0,dummy-v1,True
RS-01464,2025-10-08,JKS-027,Setiabudi,Karet Kuningan,CURAT,18:00-23:59,82,High,12,16,15,5,5,dummy-v1,True
RS-01465,2025-10-15,JKS-027,Setiabudi,Karet Kuningan,CURAS,00:00-06:00,46,Moderate,16,15,20,8,4,dummy-v1,True
RS-01466,2025-10-15,JKS-027,Setiabudi,Karet Kuningan,CURAT,06:00-12:00,53,Moderate,16,13,13,16,4,dummy-v1,True
RS-01467,2025-10-15,JKS-027,Setiabudi,Karet Kuningan,CURAS,12:00-18:00,28,Low,12,24,19,13,4,dummy-v1,True
RS-01468,2025-10-15,JKS-027,Setiabudi,Karet Kuningan,CURAS,18:00-23:59,68,Moderate,27,9,9,8,7,dummy-v1,True
RS-01469,2025-10-22,JKS-027,Setiabudi,Karet Kuningan,CURAT,00:00-06:00,44,Low,30,23,8,7,6,dummy-v1,True
RS-01470,2025-10-22,JKS-027,Setiabudi,Karet Kuningan,CURAT,06:00-12:00,62,Moderate,24,18,12,9,5,dummy-v1,True
RS-01471,2025-10-22,JKS-027,Setiabudi,Karet Kuningan,CURAS,12:00-18:00,32,Low,20,16,20,11,10,dummy-v1,True
RS-01472,2025-10-22,JKS-027,Setiabudi,Karet Kuningan,CURAS,18:00-23:59,65,Moderate,17,24,12,19,3,dummy-v1,True
RS-01473,2025-10-29,JKS-027,Setiabudi,Karet Kuningan,CURAS,00:00-06:00,55,Moderate,22,21,17,15,7,dummy-v1,True
RS-01474,2025-10-29,JKS-027,Setiabudi,Karet Kuningan,CURAT,06:00-12:00,46,Moderate,14,16,6,14,6,dummy-v1,True
RS-01475,2025-10-29,JKS-027,Setiabudi,Karet Kuningan,CURAS,12:00-18:00,71,High,16,19,20,10,9,dummy-v1,True
RS-01476,2025-10-29,JKS-027,Setiabudi,Karet Kuningan,CURAS,18:00-23:59,76,High,19,20,6,5,0,dummy-v1,True
RS-01477,2025-11-05,JKS-027,Setiabudi,Karet Kuningan,CURAS,00:00-06:00,60,Moderate,26,6,5,17,5,dummy-v1,True
RS-01478,2025-11-05,JKS-027,Setiabudi,Karet Kuningan,CURAS,06:00-12:00,67,Moderate,14,14,9,15,10,dummy-v1,True
RS-01479,2025-11-05,JKS-027,Setiabudi,Karet Kuningan,CURAS,12:00-18:00,48,Moderate,12,10,14,17,6,dummy-v1,True
RS-01480,2025-11-05,JKS-027,Setiabudi,Karet Kuningan,CURAT,18:00-23:59,49,Moderate,19,20,13,17,8,dummy-v1,True
RS-01481,2025-11-12,JKS-027,Setiabudi,Karet Kuningan,CURANMOR,00:00-06:00,48,Moderate,25,15,13,14,10,dummy-v1,True
RS-01482,2025-11-12,JKS-027,Setiabudi,Karet Kuningan,CURAS,06:00-12:00,45,Moderate,24,25,17,5,3,dummy-v1,True
RS-01483,2025-11-12,JKS-027,Setiabudi,Karet Kuningan,CURANMOR,12:00-18:00,67,Moderate,10,5,7,11,0,dummy-v1,True
RS-01484,2025-11-12,JKS-027,Setiabudi,Karet Kuningan,CURAT,18:00-23:59,67,Moderate,25,21,13,9,5,dummy-v1,True
RS-01485,2025-11-19,JKS-027,Setiabudi,Karet Kuningan,CURANMOR,00:00-06:00,71,High,12,23,9,17,6,dummy-v1,True
RS-01486,2025-11-19,JKS-027,Setiabudi,Karet Kuningan,CURAT,06:00-12:00,59,Moderate,11,14,13,17,10,dummy-v1,True
RS-01487,2025-11-19,JKS-027,Setiabudi,Karet Kuningan,CURANMOR,12:00-18:00,58,Moderate,10,12,10,20,9,dummy-v1,True
RS-01488,2025-11-19,JKS-027,Setiabudi,Karet Kuningan,CURAT,18:00-23:59,56,Moderate,30,11,13,13,10,dummy-v1,True
RS-01489,2025-11-26,JKS-027,Setiabudi,Karet Kuningan,CURAT,00:00-06:00,46,Moderate,26,15,17,6,2,dummy-v1,True
RS-01490,2025-11-26,JKS-027,Setiabudi,Karet Kuningan,CURAT,06:00-12:00,61,Moderate,26,20,16,14,4,dummy-v1,True
RS-01491,2025-11-26,JKS-027,Setiabudi,Karet Kuningan,CURAS,12:00-18:00,29,Low,16,15,11,5,6,dummy-v1,True
RS-01492,2025-11-26,JKS-027,Setiabudi,Karet Kuningan,CURAS,18:00-23:59,44,Low,15,19,8,9,2,dummy-v1,True
RS-01493,2025-12-03,JKS-027,Setiabudi,Karet Kuningan,CURANMOR,00:00-06:00,49,Moderate,25,21,13,14,5,dummy-v1,True
RS-01494,2025-12-03,JKS-027,Setiabudi,Karet Kuningan,CURAT,06:00-12:00,65,Moderate,20,14,11,9,6,dummy-v1,True
RS-01495,2025-12-03,JKS-027,Setiabudi,Karet Kuningan,CURAS,12:00-18:00,50,Moderate,15,6,18,14,2,dummy-v1,True
RS-01496,2025-12-03,JKS-027,Setiabudi,Karet Kuningan,CURAT,18:00-23:59,91,Critical,27,11,9,17,5,dummy-v1,True
RS-01497,2025-12-10,JKS-027,Setiabudi,Karet Kuningan,CURAS,00:00-06:00,59,Moderate,19,25,9,15,3,dummy-v1,True
RS-01498,2025-12-10,JKS-027,Setiabudi,Karet Kuningan,CURANMOR,06:00-12:00,66,Moderate,17,10,15,6,1,dummy-v1,True
RS-01499,2025-12-10,JKS-027,Setiabudi,Karet Kuningan,CURAT,12:00-18:00,42,Low,21,21,7,5,3,dummy-v1,True
RS-01500,2025-12-10,JKS-027,Setiabudi,Karet Kuningan,CURANMOR,18:00-23:59,58,Moderate,20,16,15,17,5,dummy-v1,True
RS-01501,2025-12-17,JKS-027,Setiabudi,Karet Kuningan,CURAT,00:00-06:00,54,Moderate,27,18,20,19,5,dummy-v1,True
RS-01502,2025-12-17,JKS-027,Setiabudi,Karet Kuningan,CURAS,06:00-12:00,44,Low,17,10,17,17,0,dummy-v1,True
RS-01503,2025-12-17,JKS-027,Setiabudi,Karet Kuningan,CURAS,12:00-18:00,64,Moderate,26,13,6,15,9,dummy-v1,True
RS-01504,2025-12-17,JKS-027,Setiabudi,Karet Kuningan,CURAT,18:00-23:59,57,Moderate,11,9,5,12,7,dummy-v1,True
RS-01505,2025-12-24,JKS-027,Setiabudi,Karet Kuningan,CURAT,00:00-06:00,54,Moderate,17,16,18,19,6,dummy-v1,True
RS-01506,2025-12-24,JKS-027,Setiabudi,Karet Kuningan,CURANMOR,06:00-12:00,59,Moderate,23,8,5,13,9,dummy-v1,True
RS-01507,2025-12-24,JKS-027,Setiabudi,Karet Kuningan,CURAT,12:00-18:00,34,Low,19,11,12,18,3,dummy-v1,True
RS-01508,2025-12-24,JKS-027,Setiabudi,Karet Kuningan,CURAS,18:00-23:59,66,Moderate,19,21,9,14,9,dummy-v1,True
RS-01509,2025-12-31,JKS-027,Setiabudi,Karet Kuningan,CURANMOR,00:00-06:00,31,Low,29,16,9,9,6,dummy-v1,True
RS-01510,2025-12-31,JKS-027,Setiabudi,Karet Kuningan,CURAT,06:00-12:00,60,Moderate,16,6,18,5,9,dummy-v1,True
RS-01511,2025-12-31,JKS-027,Setiabudi,Karet Kuningan,CURANMOR,12:00-18:00,34,Low,22,21,13,8,8,dummy-v1,True
RS-01512,2025-12-31,JKS-027,Setiabudi,Karet Kuningan,CURAS,18:00-23:59,82,High,11,22,16,9,9,dummy-v1,True
RS-01513,2025-10-01,JKS-028,Setiabudi,Kuningan Timur,CURAS,00:00-06:00,73,High,20,11,15,12,6,dummy-v1,True
RS-01514,2025-10-01,JKS-028,Setiabudi,Kuningan Timur,CURAS,06:00-12:00,39,Low,28,23,12,13,9,dummy-v1,True
RS-01515,2025-10-01,JKS-028,Setiabudi,Kuningan Timur,CURANMOR,12:00-18:00,72,High,11,14,14,14,8,dummy-v1,True
RS-01516,2025-10-01,JKS-028,Setiabudi,Kuningan Timur,CURAT,18:00-23:59,93,Critical,14,25,15,10,7,dummy-v1,True
RS-01517,2025-10-08,JKS-028,Setiabudi,Kuningan Timur,CURANMOR,00:00-06:00,64,Moderate,19,15,7,13,10,dummy-v1,True
RS-01518,2025-10-08,JKS-028,Setiabudi,Kuningan Timur,CURANMOR,06:00-12:00,59,Moderate,30,7,13,5,5,dummy-v1,True
RS-01519,2025-10-08,JKS-028,Setiabudi,Kuningan Timur,CURAT,12:00-18:00,68,Moderate,17,7,16,9,10,dummy-v1,True
RS-01520,2025-10-08,JKS-028,Setiabudi,Kuningan Timur,CURAS,18:00-23:59,65,Moderate,14,11,7,19,6,dummy-v1,True
RS-01521,2025-10-15,JKS-028,Setiabudi,Kuningan Timur,CURANMOR,00:00-06:00,66,Moderate,30,18,15,5,7,dummy-v1,True
RS-01522,2025-10-15,JKS-028,Setiabudi,Kuningan Timur,CURAT,06:00-12:00,30,Low,30,9,18,7,2,dummy-v1,True
RS-01523,2025-10-15,JKS-028,Setiabudi,Kuningan Timur,CURAT,12:00-18:00,72,High,18,12,15,7,4,dummy-v1,True
RS-01524,2025-10-15,JKS-028,Setiabudi,Kuningan Timur,CURAS,18:00-23:59,69,Moderate,14,12,10,11,4,dummy-v1,True
RS-01525,2025-10-22,JKS-028,Setiabudi,Kuningan Timur,CURANMOR,00:00-06:00,40,Low,17,8,20,9,0,dummy-v1,True
RS-01526,2025-10-22,JKS-028,Setiabudi,Kuningan Timur,CURAS,06:00-12:00,27,Low,27,20,16,6,0,dummy-v1,True
RS-01527,2025-10-22,JKS-028,Setiabudi,Kuningan Timur,CURAS,12:00-18:00,46,Moderate,12,5,18,14,1,dummy-v1,True
RS-01528,2025-10-22,JKS-028,Setiabudi,Kuningan Timur,CURAS,18:00-23:59,64,Moderate,10,13,12,9,0,dummy-v1,True
RS-01529,2025-10-29,JKS-028,Setiabudi,Kuningan Timur,CURANMOR,00:00-06:00,39,Low,24,12,11,9,9,dummy-v1,True
RS-01530,2025-10-29,JKS-028,Setiabudi,Kuningan Timur,CURANMOR,06:00-12:00,27,Low,29,18,10,15,3,dummy-v1,True
RS-01531,2025-10-29,JKS-028,Setiabudi,Kuningan Timur,CURAT,12:00-18:00,28,Low,21,7,12,19,10,dummy-v1,True
RS-01532,2025-10-29,JKS-028,Setiabudi,Kuningan Timur,CURAS,18:00-23:59,45,Moderate,30,21,10,19,10,dummy-v1,True
RS-01533,2025-11-05,JKS-028,Setiabudi,Kuningan Timur,CURAS,00:00-06:00,42,Low,26,15,10,9,9,dummy-v1,True
RS-01534,2025-11-05,JKS-028,Setiabudi,Kuningan Timur,CURAS,06:00-12:00,58,Moderate,20,18,18,7,5,dummy-v1,True
RS-01535,2025-11-05,JKS-028,Setiabudi,Kuningan Timur,CURAT,12:00-18:00,46,Moderate,19,12,16,9,9,dummy-v1,True
RS-01536,2025-11-05,JKS-028,Setiabudi,Kuningan Timur,CURAS,18:00-23:59,67,Moderate,26,24,9,11,5,dummy-v1,True
RS-01537,2025-11-12,JKS-028,Setiabudi,Kuningan Timur,CURAT,00:00-06:00,69,Moderate,22,19,6,15,1,dummy-v1,True
RS-01538,2025-11-12,JKS-028,Setiabudi,Kuningan Timur,CURAT,06:00-12:00,58,Moderate,22,12,11,20,0,dummy-v1,True
RS-01539,2025-11-12,JKS-028,Setiabudi,Kuningan Timur,CURAS,12:00-18:00,65,Moderate,17,24,9,15,4,dummy-v1,True
RS-01540,2025-11-12,JKS-028,Setiabudi,Kuningan Timur,CURAT,18:00-23:59,65,Moderate,20,19,20,14,0,dummy-v1,True
RS-01541,2025-11-19,JKS-028,Setiabudi,Kuningan Timur,CURAS,00:00-06:00,39,Low,21,8,8,9,7,dummy-v1,True
RS-01542,2025-11-19,JKS-028,Setiabudi,Kuningan Timur,CURAS,06:00-12:00,45,Moderate,30,21,7,11,0,dummy-v1,True
RS-01543,2025-11-19,JKS-028,Setiabudi,Kuningan Timur,CURANMOR,12:00-18:00,67,Moderate,15,18,16,17,0,dummy-v1,True
RS-01544,2025-11-19,JKS-028,Setiabudi,Kuningan Timur,CURANMOR,18:00-23:59,60,Moderate,12,8,19,18,0,dummy-v1,True
RS-01545,2025-11-26,JKS-028,Setiabudi,Kuningan Timur,CURAT,00:00-06:00,53,Moderate,30,11,9,12,6,dummy-v1,True
RS-01546,2025-11-26,JKS-028,Setiabudi,Kuningan Timur,CURAT,06:00-12:00,25,Low,12,22,15,16,8,dummy-v1,True
RS-01547,2025-11-26,JKS-028,Setiabudi,Kuningan Timur,CURAT,12:00-18:00,52,Moderate,22,7,15,14,8,dummy-v1,True
RS-01548,2025-11-26,JKS-028,Setiabudi,Kuningan Timur,CURAT,18:00-23:59,64,Moderate,17,11,13,17,6,dummy-v1,True
RS-01549,2025-12-03,JKS-028,Setiabudi,Kuningan Timur,CURANMOR,00:00-06:00,63,Moderate,11,25,17,17,10,dummy-v1,True
RS-01550,2025-12-03,JKS-028,Setiabudi,Kuningan Timur,CURAT,06:00-12:00,41,Low,24,20,11,9,4,dummy-v1,True
RS-01551,2025-12-03,JKS-028,Setiabudi,Kuningan Timur,CURANMOR,12:00-18:00,32,Low,10,8,19,15,1,dummy-v1,True
RS-01552,2025-12-03,JKS-028,Setiabudi,Kuningan Timur,CURANMOR,18:00-23:59,74,High,10,7,14,12,1,dummy-v1,True
RS-01553,2025-12-10,JKS-028,Setiabudi,Kuningan Timur,CURAT,00:00-06:00,74,High,22,25,18,13,6,dummy-v1,True
RS-01554,2025-12-10,JKS-028,Setiabudi,Kuningan Timur,CURAS,06:00-12:00,47,Moderate,11,6,9,16,6,dummy-v1,True
RS-01555,2025-12-10,JKS-028,Setiabudi,Kuningan Timur,CURAT,12:00-18:00,59,Moderate,10,13,20,5,7,dummy-v1,True
RS-01556,2025-12-10,JKS-028,Setiabudi,Kuningan Timur,CURANMOR,18:00-23:59,57,Moderate,17,11,13,6,8,dummy-v1,True
RS-01557,2025-12-17,JKS-028,Setiabudi,Kuningan Timur,CURANMOR,00:00-06:00,66,Moderate,25,25,20,5,5,dummy-v1,True
RS-01558,2025-12-17,JKS-028,Setiabudi,Kuningan Timur,CURAT,06:00-12:00,66,Moderate,28,17,14,7,2,dummy-v1,True
RS-01559,2025-12-17,JKS-028,Setiabudi,Kuningan Timur,CURANMOR,12:00-18:00,69,Moderate,17,16,10,12,7,dummy-v1,True
RS-01560,2025-12-17,JKS-028,Setiabudi,Kuningan Timur,CURANMOR,18:00-23:59,54,Moderate,11,13,11,14,0,dummy-v1,True
RS-01561,2025-12-24,JKS-028,Setiabudi,Kuningan Timur,CURAT,00:00-06:00,43,Low,26,9,19,8,7,dummy-v1,True
RS-01562,2025-12-24,JKS-028,Setiabudi,Kuningan Timur,CURAS,06:00-12:00,55,Moderate,12,18,8,7,5,dummy-v1,True
RS-01563,2025-12-24,JKS-028,Setiabudi,Kuningan Timur,CURAT,12:00-18:00,41,Low,17,23,8,16,0,dummy-v1,True
RS-01564,2025-12-24,JKS-028,Setiabudi,Kuningan Timur,CURANMOR,18:00-23:59,62,Moderate,20,14,20,9,0,dummy-v1,True
RS-01565,2025-12-31,JKS-028,Setiabudi,Kuningan Timur,CURANMOR,00:00-06:00,52,Moderate,17,14,12,7,6,dummy-v1,True
RS-01566,2025-12-31,JKS-028,Setiabudi,Kuningan Timur,CURAT,06:00-12:00,47,Moderate,21,8,15,10,1,dummy-v1,True
RS-01567,2025-12-31,JKS-028,Setiabudi,Kuningan Timur,CURANMOR,12:00-18:00,47,Moderate,30,8,6,11,1,dummy-v1,True
RS-01568,2025-12-31,JKS-028,Setiabudi,Kuningan Timur,CURAT,18:00-23:59,71,High,19,7,7,6,9,dummy-v1,True
RS-01569,2025-10-01,JKS-029,Setiabudi,Menteng Atas,CURANMOR,00:00-06:00,59,Moderate,20,15,15,7,4,dummy-v1,True
RS-01570,2025-10-01,JKS-029,Setiabudi,Menteng Atas,CURAS,06:00-12:00,36,Low,26,20,18,5,9,dummy-v1,True
RS-01571,2025-10-01,JKS-029,Setiabudi,Menteng Atas,CURAT,12:00-18:00,69,Moderate,26,5,18,20,9,dummy-v1,True
RS-01572,2025-10-01,JKS-029,Setiabudi,Menteng Atas,CURAS,18:00-23:59,42,Low,10,23,5,7,3,dummy-v1,True
RS-01573,2025-10-08,JKS-029,Setiabudi,Menteng Atas,CURANMOR,00:00-06:00,51,Moderate,23,18,12,7,2,dummy-v1,True
RS-01574,2025-10-08,JKS-029,Setiabudi,Menteng Atas,CURAS,06:00-12:00,49,Moderate,18,10,14,8,9,dummy-v1,True
RS-01575,2025-10-08,JKS-029,Setiabudi,Menteng Atas,CURANMOR,12:00-18:00,61,Moderate,18,5,11,19,10,dummy-v1,True
RS-01576,2025-10-08,JKS-029,Setiabudi,Menteng Atas,CURANMOR,18:00-23:59,61,Moderate,26,19,18,13,6,dummy-v1,True
RS-01577,2025-10-15,JKS-029,Setiabudi,Menteng Atas,CURANMOR,00:00-06:00,60,Moderate,14,7,6,13,3,dummy-v1,True
RS-01578,2025-10-15,JKS-029,Setiabudi,Menteng Atas,CURANMOR,06:00-12:00,31,Low,25,10,10,18,5,dummy-v1,True
RS-01579,2025-10-15,JKS-029,Setiabudi,Menteng Atas,CURAS,12:00-18:00,61,Moderate,10,24,14,5,4,dummy-v1,True
RS-01580,2025-10-15,JKS-029,Setiabudi,Menteng Atas,CURANMOR,18:00-23:59,72,High,17,18,12,20,0,dummy-v1,True
RS-01581,2025-10-22,JKS-029,Setiabudi,Menteng Atas,CURANMOR,00:00-06:00,65,Moderate,15,5,11,11,8,dummy-v1,True
RS-01582,2025-10-22,JKS-029,Setiabudi,Menteng Atas,CURAT,06:00-12:00,57,Moderate,20,12,11,16,5,dummy-v1,True
RS-01583,2025-10-22,JKS-029,Setiabudi,Menteng Atas,CURAS,12:00-18:00,73,High,19,12,16,9,3,dummy-v1,True
RS-01584,2025-10-22,JKS-029,Setiabudi,Menteng Atas,CURAT,18:00-23:59,54,Moderate,22,7,8,8,7,dummy-v1,True
RS-01585,2025-10-29,JKS-029,Setiabudi,Menteng Atas,CURAT,00:00-06:00,29,Low,11,12,12,14,4,dummy-v1,True
RS-01586,2025-10-29,JKS-029,Setiabudi,Menteng Atas,CURANMOR,06:00-12:00,40,Low,24,23,17,15,1,dummy-v1,True
RS-01587,2025-10-29,JKS-029,Setiabudi,Menteng Atas,CURAS,12:00-18:00,49,Moderate,15,12,8,9,9,dummy-v1,True
RS-01588,2025-10-29,JKS-029,Setiabudi,Menteng Atas,CURAS,18:00-23:59,81,High,29,6,18,10,3,dummy-v1,True
RS-01589,2025-11-05,JKS-029,Setiabudi,Menteng Atas,CURAS,00:00-06:00,38,Low,13,7,12,10,8,dummy-v1,True
RS-01590,2025-11-05,JKS-029,Setiabudi,Menteng Atas,CURAT,06:00-12:00,61,Moderate,18,8,14,11,9,dummy-v1,True
RS-01591,2025-11-05,JKS-029,Setiabudi,Menteng Atas,CURAT,12:00-18:00,68,Moderate,20,15,10,10,5,dummy-v1,True
RS-01592,2025-11-05,JKS-029,Setiabudi,Menteng Atas,CURAT,18:00-23:59,58,Moderate,21,18,6,15,8,dummy-v1,True
RS-01593,2025-11-12,JKS-029,Setiabudi,Menteng Atas,CURAT,00:00-06:00,66,Moderate,16,14,18,9,8,dummy-v1,True
RS-01594,2025-11-12,JKS-029,Setiabudi,Menteng Atas,CURAS,06:00-12:00,46,Moderate,16,24,20,6,10,dummy-v1,True
RS-01595,2025-11-12,JKS-029,Setiabudi,Menteng Atas,CURANMOR,12:00-18:00,44,Low,12,11,17,18,3,dummy-v1,True
RS-01596,2025-11-12,JKS-029,Setiabudi,Menteng Atas,CURAT,18:00-23:59,72,High,30,22,15,18,9,dummy-v1,True
RS-01597,2025-11-19,JKS-029,Setiabudi,Menteng Atas,CURAS,00:00-06:00,38,Low,21,16,6,14,5,dummy-v1,True
RS-01598,2025-11-19,JKS-029,Setiabudi,Menteng Atas,CURAS,06:00-12:00,61,Moderate,30,19,14,11,2,dummy-v1,True
RS-01599,2025-11-19,JKS-029,Setiabudi,Menteng Atas,CURAS,12:00-18:00,64,Moderate,13,17,19,17,4,dummy-v1,True
